name,ra,dec,V,CaHK_0,CaHKerr,FeH_pris,FeH_FERRE,FeH_FERRE_err,temp_FERRE,temp_FERRE_err,logg_FERRE,logg_FERRE_err,C_Fe_FERRE,C_Fe_FERRE_err,q_flag,c_flag,prev_obs
P241.9129+05.2213,241.91288757,5.22130823,16.856,17.176,0.022,-3.84,-2.13,0.20,5594,102,1.4,0.5,0.68,0.35,X,1,SEGUE
P241.9606+43.9139,241.96060181,43.91388702,16.235,16.774,0.021,-2.78,-2.38,0.21,6004,118,4.7,0.5,0.38,0.43,X,-1,nan
P241.9799+15.6409,241.97993469,15.64085865,15.123,15.758,0.020,-2.28,-2.47,0.22,5434,132,3.3,0.7,0.15,0.43,X,-1,nan
P242.3365+07.4204,242.33647156,7.42043591,16.483,16.683,0.021,-3.02,-3.24,0.22,6456,120,4.5,0.5,0.69,0.87,X,-1,nan
P242.3396+08.0373,242.33964539,8.03722477,15.250,15.990,0.020,-2.74,-2.41,0.20,5382,105,2.7,0.5,0.62,0.51,X,-1,nan
P242.3555+07.9425,242.35548401,7.94254160,14.842,15.138,0.020,-2.72,-2.45,0.20,6390,106,4.7,0.5,-0.41,0.52,X,-1,nan
P242.4194+13.3281,242.41941833,13.32813931,15.607,16.054,0.020,-2.70,-2.50,0.21,6059,111,4.9,0.5,0.15,0.62,X,-1,nan
P242.4749+06.9229,242.47494507,6.92294455,15.605,16.016,0.020,-2.81,-2.21,0.21,5774,105,2.1,0.5,-0.28,0.56,X,-1,nan
P242.5468+42.7911,242.54678345,42.79105377,16.254,16.680,0.021,-3.23,-2.61,0.20,6045,111,4.3,0.5,0.85,0.41,X,-1,nan
P242.7496+10.0863,242.74955750,10.08631420,15.238,16.022,0.020,-2.97,-2.81,0.21,5465,122,3.9,0.6,0.40,0.51,X,-1,nan
P242.9013+12.6366,242.90129089,12.63661385,15.445,15.934,0.020,-2.79,-2.64,0.20,5511,107,1.1,0.5,-0.03,0.63,X,-1,nan
P242.9523+05.3760,242.95236206,5.37606668,15.403,15.618,0.020,-2.75,-1.17,0.20,6674,102,1.0,0.5,-0.94,0.63,X,-1,nan
P243.0700+10.6055,243.06996155,10.60545540,14.761,15.051,0.020,-2.49,-2.25,0.25,6038,160,3.9,1.1,0.10,0.61,X,-1,nan
P243.2580+06.9288,243.25801086,6.92876959,16.333,16.814,0.021,-3.42,-2.79,0.20,5554,106,3.7,0.5,0.26,0.33,X,-1,SEGUE
P243.2649+06.4249,243.26496887,6.42488337,15.821,16.552,0.021,-2.80,-2.23,0.21,5257,114,2.4,0.6,0.23,0.51,X,1,nan
P243.3218+16.9067,243.32174683,16.90664101,17.412,17.577,0.022,-3.37,-2.05,0.20,6447,110,4.8,0.5,-0.32,0.69,X,-1,SEGUE
P243.3979+06.1645,243.39790344,6.16450024,15.217,16.013,0.020,-3.05,-2.39,0.21,5333,109,1.5,0.5,0.85,0.51,X,-1,nan
P243.6868+06.3196,243.68676758,6.31955576,15.458,16.135,0.020,-2.55,-2.42,0.20,5438,105,3.1,0.5,0.23,0.30,X,-1,SEGUE
P243.8313+42.2176,243.83125305,42.21757507,15.371,15.961,0.020,-3.71,-1.88,0.21,5886,103,1.8,0.5,0.35,0.44,X,-1,nan
P243.8389+06.9966,243.83889771,6.99657488,14.749,15.141,0.020,-2.10,-2.52,0.20,5436,105,1.0,0.5,1.18,0.40,X,1,LAMOST
P243.8674+08.9254,243.86740112,8.92535019,15.199,15.568,0.020,-2.39,-2.61,0.21,6306,106,4.7,0.5,-0.45,0.64,X,-1,nan
P243.9374+09.2219,243.93742371,9.22191429,15.349,16.217,0.020,-2.56,-2.55,0.20,5201,104,2.2,0.5,0.58,0.51,X,1,LAMOST
P243.9511+06.9184,243.95109558,6.91837788,15.326,15.548,0.020,-2.55,-2.56,0.21,6261,107,4.9,0.5,0.71,0.53,X,-1,nan
P243.9861+17.3218,243.98611450,17.32178116,15.840,16.486,0.021,-2.79,-2.56,0.20,5524,101,3.5,0.5,0.16,0.40,X,-1,SEGUE
P244.3522+41.4999,244.35221863,41.49993134,16.151,16.662,0.021,-3.19,-3.10,0.21,6027,114,4.8,0.5,0.21,0.68,X,-1,nan
P244.3584+15.0889,244.35838318,15.08892536,16.072,16.760,0.021,-3.30,-2.89,0.23,5404,201,3.4,1.3,0.57,0.55,X,-1,nan
P244.3891+08.5780,244.38906860,8.57798100,15.368,15.627,0.020,-2.78,-2.55,0.20,6291,103,4.3,0.5,0.17,0.61,X,-1,nan
P244.3929+16.2418,244.39295959,16.24176407,15.658,16.013,0.020,-2.89,-2.72,0.20,6115,105,4.6,0.5,0.18,0.63,X,-1,SEGUE
P244.4872+16.8936,244.48724365,16.89364433,14.348,14.647,0.020,-3.10,-2.91,0.20,5951,102,1.8,0.5,0.73,0.76,X,-1,nan
P244.4959+09.0688,244.49586487,9.06879139,16.064,16.470,0.020,-3.04,-3.13,0.21,5799,113,3.9,0.5,0.18,0.71,X,-1,nan
P244.5847+41.6349,244.58468628,41.63488770,15.834,16.622,0.021,-2.93,-3.11,0.22,5536,211,4.5,1.2,0.43,0.53,X,-1,nan
P244.7079+06.1133,244.70785522,6.11325836,16.161,16.927,0.021,-3.00,-2.35,0.20,5244,102,1.8,0.5,0.38,0.23,X,1,nan
P244.8067+06.8996,244.80665588,6.89957762,17.297,17.850,0.022,-3.21,-1.29,0.20,6186,104,4.1,0.5,-0.59,0.30,X,-1,nan
P244.8986+10.9310,244.89851379,10.93099213,15.580,15.756,0.020,-2.89,-3.11,0.21,6481,103,5.0,0.5,-0.09,0.71,X,-1,nan
P244.9668+10.3654,244.96678162,10.36537743,16.075,16.669,0.021,-2.95,-2.45,0.21,5455,102,1.2,0.5,0.66,0.58,X,-1,nan
P245.3706+14.7397,245.37063599,14.73974705,15.601,16.305,0.021,-3.05,-2.61,0.21,5415,132,3.4,0.6,0.08,0.85,X,-1,nan
P245.4089+15.9988,245.40893555,15.99884987,15.351,16.081,0.020,-2.71,-2.46,0.20,5246,106,1.1,0.5,0.93,0.41,X,1,nan
P245.4839+17.4099,245.48385620,17.40994453,15.237,15.852,0.020,-2.97,-3.10,0.22,5324,147,3.0,0.8,0.55,0.45,X,-1,nan
P245.5747+06.8845,245.57473755,6.88450003,14.950,15.478,0.020,-3.10,-3.22,0.30,5436,233,2.6,1.2,0.53,0.82,X,-1,nan
P245.6362+07.0419,245.63627625,7.04194164,15.623,16.554,0.021,-2.62,-2.44,0.20,5226,103,2.5,0.5,0.30,0.50,X,1,nan
P245.8503+08.9404,245.85028076,8.94042492,17.066,17.592,0.022,-2.87,-2.82,0.20,5323,102,1.2,0.5,0.94,0.43,X,1,nan
P245.9649+06.8834,245.96493530,6.88337231,16.395,16.846,0.021,-3.53,-3.29,0.20,5406,101,1.0,0.5,1.73,0.50,X,-1,nan
P245.9682+11.3390,245.96824646,11.33894730,15.011,15.755,0.020,-2.62,-2.56,0.28,5227,205,2.4,0.9,-0.08,0.66,X,-1,nan
P245.9998+07.0055,245.99981689,7.00559711,16.783,17.136,0.022,-3.15,-2.60,0.24,5483,138,1.9,1.2,0.99,0.57,X,-1,nan
P246.0427+13.2248,246.04272461,13.22473621,15.694,16.782,0.021,-3.19,-1.52,0.20,5744,101,3.7,0.5,-1.03,0.50,X,-1,nan
P246.0840+40.9808,246.08403015,40.98075867,15.461,15.890,0.020,-2.92,-2.92,0.21,6350,108,4.9,0.5,0.34,0.73,X,-1,nan
P246.1790+06.4380,246.17898560,6.43798876,15.836,16.552,0.021,-3.06,-2.92,0.21,5359,118,3.7,0.6,0.00,0.51,X,-1,nan
P246.2763+16.5814,246.27632141,16.58144760,15.865,16.147,0.020,-2.65,-2.21,0.20,6253,106,4.0,0.5,-0.29,0.55,X,-1,nan
P246.2914+06.1382,246.29139709,6.13815832,16.761,17.023,0.021,-2.54,-1.47,0.20,6370,101,5.0,0.5,-0.47,0.51,X,-1,nan
P246.4266+15.7193,246.42655945,15.71929169,15.113,15.462,0.020,-2.29,-2.15,0.21,6272,113,4.9,0.5,0.22,0.53,X,-1,nan
P246.4501+10.5618,246.45008850,10.56181431,15.414,15.562,0.020,-3.99,-1.81,0.20,6073,107,2.0,0.5,-0.48,0.53,X,-1,nan
P246.4732+14.0640,246.47323608,14.06399727,17.004,17.490,0.022,-3.73,-0.43,0.20,6014,106,3.8,0.5,-1.94,0.51,X,-1,nan
P246.4774+48.3725,246.47738647,48.37247849,15.283,16.050,0.020,-2.98,-2.53,0.20,5230,101,1.1,0.5,0.74,0.41,X,1,nan
P246.5072+05.6073,246.50715637,5.60725260,15.012,15.904,0.020,-3.09,-1.96,0.20,5088,103,3.2,0.5,0.20,0.50,X,-1,nan
P246.5583+09.6951,246.55834961,9.69505596,15.015,15.181,0.020,-3.01,-2.44,0.21,6390,107,4.7,0.5,-0.41,0.56,X,-1,nan
P246.8790+07.6598,246.87890625,7.65983868,16.626,17.183,0.022,-3.10,-2.00,0.20,6833,100,1.0,0.5,1.91,0.50,T,-1,nan
P246.8796+06.2331,246.87957764,6.23305273,15.404,15.656,0.020,-2.77,-2.78,0.22,6480,121,4.8,0.5,0.11,0.77,X,-1,nan
P246.9682+08.5360,246.96815491,8.53604412,15.571,15.765,0.020,-3.13,-3.45,0.21,6411,105,4.7,0.5,0.34,0.72,X,-1,nan
P247.1135+13.1375,247.11347961,13.13755035,16.272,16.664,0.021,-3.20,-2.74,0.21,5674,103,1.1,0.5,1.29,0.42,X,-1,nan
P247.1179+04.6545,247.11788940,4.65446949,15.663,15.869,0.020,-2.98,-2.78,0.21,6473,108,4.8,0.5,0.04,0.69,X,-1,nan
P247.2115+06.6348,247.21147156,6.63478327,15.389,16.333,0.020,-2.92,-2.99,0.22,5026,120,2.0,0.6,0.20,0.52,T,-1,nan
P247.2694+43.7781,247.26936340,43.77814865,15.793,16.492,0.020,-2.93,-2.59,0.21,5693,121,4.0,0.6,0.40,0.42,X,-1,nan
P247.3238+09.8311,247.32380676,9.83114147,15.916,16.639,0.021,-3.14,-2.22,0.20,4865,104,5.0,0.5,-0.14,0.50,X,-1,nan
P247.5867+06.2032,247.58673096,6.20320845,15.757,15.948,0.020,-2.92,-3.26,0.21,6407,109,4.3,0.5,0.05,0.72,X,-1,nan
P247.5987+09.3352,247.59867859,9.33521938,15.581,16.320,0.020,-2.80,-2.60,0.20,5205,102,1.1,0.5,0.68,0.41,X,1,nan
P247.6098+09.5714,247.60981750,9.57135582,15.420,15.609,0.020,-2.89,-2.71,0.22,6218,121,4.8,0.5,1.04,0.51,X,-1,nan
P247.7119+09.6700,247.71191406,9.67000580,15.461,15.664,0.020,-3.05,-2.42,0.21,6310,106,5.0,0.5,0.02,0.61,X,-1,nan
P247.7829+07.2766,247.78282166,7.27654982,17.513,17.980,0.025,-3.21,-1.92,0.20,5565,100,1.0,0.5,-0.70,0.50,X,-1,nan
P247.8396+07.0222,247.83956909,7.02219439,15.438,16.237,0.020,-2.70,-2.20,0.20,5354,106,2.7,0.5,0.29,0.50,X,-1,nan
P247.9077+09.0497,247.90768433,9.04972744,17.254,17.774,0.022,-3.92,-2.30,0.20,5358,101,1.0,0.5,0.95,0.40,X,1,nan
P247.9806+06.7016,247.98052979,6.70153332,15.603,15.827,0.020,-2.68,-2.67,0.20,6261,101,5.0,0.5,0.78,0.34,X,-1,nan
P247.9998+13.5158,247.99981689,13.51581383,16.461,17.097,0.021,-3.10,-2.81,0.21,5555,116,4.1,0.5,0.08,0.51,X,-1,nan
P248.0230+14.2061,248.02299500,14.20612240,16.495,17.104,0.021,-3.50,-2.69,0.21,5299,102,1.6,0.6,0.62,0.56,X,1,nan
P248.0634+12.4027,248.06333923,12.40272522,15.748,16.013,0.020,-2.62,-2.20,0.20,6186,109,4.7,0.5,0.56,0.42,X,-1,nan
P248.1386+09.4650,248.13861084,9.46500874,16.391,23.812,0.021,-2.98,-3.21,0.21,4914,108,1.1,0.5,0.59,0.53,X,1,nan
P248.3063+07.9558,248.30622864,7.95578623,15.524,15.690,0.020,-2.74,-2.68,0.20,6296,102,4.6,0.5,0.66,0.58,X,-1,nan
P248.3184+44.9092,248.31840515,44.90923691,15.535,16.297,0.020,-2.81,-2.96,0.20,4916,106,1.0,0.5,0.17,0.42,X,1,nan
P248.3876+12.8529,248.38757324,12.85292816,15.131,15.794,0.020,-2.58,-2.62,0.23,5280,124,1.4,0.6,0.99,0.46,X,1,nan
P248.4042+10.6496,248.40420532,10.64964962,15.288,15.958,0.020,-2.72,-2.31,0.20,5279,101,1.4,0.5,0.76,0.33,X,1,nan
P248.4191+09.6331,248.41905212,9.63308620,15.742,16.266,0.020,-2.57,-2.32,0.20,5529,103,3.5,0.5,0.51,0.40,X,-1,nan
P248.4288+10.1868,248.42877197,10.18681431,15.959,16.185,0.020,-2.90,-2.82,0.21,6335,108,4.6,0.5,-0.04,0.64,X,-1,nan
P248.5020+06.1334,248.50196838,6.13339710,15.934,16.475,0.021,-3.13,-2.43,0.21,5668,113,3.8,0.5,0.40,0.40,X,-1,nan
P248.6791+13.2101,248.67912292,13.21005535,15.357,16.117,0.020,-2.81,-2.49,0.22,5270,116,2.4,0.6,0.36,0.50,X,-1,nan
P248.7469+15.0321,248.74685669,15.03211975,15.439,15.872,0.020,-2.74,-3.09,0.24,5580,258,2.8,1.9,0.80,0.61,X,-1,nan
P248.7922+07.9846,248.79219055,7.98463869,15.755,16.374,0.021,-2.65,-2.39,0.20,5368,104,2.8,0.5,0.12,0.50,X,-1,nan
P248.8683+43.1082,248.86830139,43.10824585,15.018,15.847,0.020,-2.78,-2.94,0.20,4949,101,1.0,0.5,0.18,0.31,X,1,LAMOST
P248.9961+15.2730,248.99607849,15.27302456,15.567,16.194,0.020,-2.77,-2.69,0.20,5136,104,1.1,0.5,0.83,0.41,X,1,nan
P249.0724+08.8166,249.07243347,8.81666660,15.659,15.795,0.020,-3.21,-2.91,0.23,6390,142,5.0,0.7,0.98,0.74,X,-1,nan
P249.1244+10.4860,249.12446594,10.48602772,15.448,16.060,0.020,-2.56,-0.87,0.20,5761,100,3.7,0.5,-1.41,0.40,X,-1,nan
P249.1502+05.1295,249.15017700,5.12951946,15.199,15.344,0.020,-3.05,-3.23,0.20,6046,103,5.0,0.5,0.24,0.67,X,-1,nan
P249.1877+09.3434,249.18765259,9.34337234,15.853,15.997,0.020,-2.82,-2.65,0.24,5815,138,4.2,0.6,0.72,0.54,T,-1,nan
P249.2041+08.0158,249.20410156,8.01580524,14.994,15.757,0.020,-2.71,-2.57,0.23,5220,136,1.7,0.6,-0.07,0.50,X,1,nan
P249.2637+16.7572,249.26365662,16.75723839,15.191,15.437,0.020,-3.20,-2.83,0.20,6151,103,4.9,0.5,-0.43,0.48,X,-1,nan
P249.3080+16.7263,249.30802917,16.72630501,16.891,17.879,0.024,-3.31,-0.42,0.20,5302,100,5.0,0.5,-1.50,0.50,T,-1,nan
P249.4376+15.6411,249.43760681,15.64108849,15.369,16.018,0.020,-2.74,-2.68,0.20,5235,106,1.2,0.5,0.97,0.42,X,1,nan
P249.5798+14.8405,249.57977295,14.84054184,15.033,15.607,0.020,-2.97,-3.08,0.27,5427,211,2.9,1.2,0.77,0.67,X,-1,nan
P249.7397+14.4083,249.73971558,14.40830231,16.744,17.265,0.021,-3.09,-2.76,0.21,5496,111,3.6,0.5,0.35,0.41,X,-1,nan
P249.7433+11.5502,249.74330139,11.55025578,15.218,15.504,0.020,-2.84,-2.59,0.21,6295,120,4.9,0.7,0.23,0.49,X,-1,nan
P249.8828+18.6604,249.88282776,18.66044998,16.071,16.408,0.021,-3.02,-2.79,0.21,6062,113,4.8,0.5,0.84,0.41,X,-1,nan
P249.9431+16.6063,249.94303894,16.60621643,16.100,16.425,0.021,-3.28,-1.32,0.20,5806,101,4.2,0.5,-0.55,0.40,X,-1,nan
P249.9993+17.2712,249.99925232,17.27111053,16.858,17.063,0.022,-3.30,-2.22,0.21,6395,125,4.8,0.5,-0.16,0.64,X,-1,nan
P250.0645+17.2451,250.06439209,17.24508095,16.971,17.296,0.022,-3.42,-1.82,0.20,6050,103,4.4,0.5,-0.59,0.50,X,-1,nan
P250.1513+48.1182,250.15127563,48.11819077,15.958,16.322,0.020,-2.59,-3.03,0.21,6015,104,5.0,0.5,0.80,0.44,X,-1,nan
P250.2179+14.8236,250.21788025,14.82359982,16.244,17.387,0.021,-3.03,-0.12,0.20,5072,100,1.0,0.5,0.44,0.50,T,-1,nan
P250.2367+04.6123,250.23670959,4.61221647,15.505,15.715,0.020,-2.59,-2.50,0.20,6307,108,4.4,0.5,-0.26,0.55,X,-1,nan
P250.2873+10.8226,250.28730774,10.82261086,14.952,15.566,0.020,-3.38,-3.00,0.24,5555,187,3.9,1.2,0.20,0.57,X,-1,nan
P250.2939+10.9582,250.29389954,10.95815563,15.709,16.072,0.021,-2.71,-2.22,0.20,6124,102,4.9,0.5,0.34,0.31,X,-1,nan
P250.3129+13.1729,250.31285095,13.17293072,15.940,16.129,0.020,-2.61,-2.86,0.20,6487,106,3.9,0.5,1.58,0.51,X,-1,nan
P250.4772+41.1440,250.47721863,41.14398193,16.264,17.311,0.022,-3.32,-1.70,0.20,4582,101,5.0,0.5,-0.53,0.50,T,-1,nan
P250.5295+09.7650,250.52946472,9.76503849,15.980,16.598,0.021,-2.83,-2.42,0.20,5456,105,3.4,0.5,0.24,0.40,X,-1,nan
P250.5848+11.5152,250.58477783,11.51523304,15.921,16.556,0.021,-3.61,-1.66,0.20,4568,108,4.0,0.5,-0.38,0.50,X,-1,nan
P250.6554+11.3717,250.65536499,11.37172222,15.958,16.402,0.021,-2.83,-2.40,0.21,5934,115,4.5,0.5,0.52,0.42,X,-1,nan
P250.6733+10.6808,250.67326355,10.68078899,15.553,16.186,0.020,-2.70,-2.45,0.20,5250,100,1.6,0.5,0.69,0.41,X,1,nan
P250.7679+04.4684,250.76789856,4.46842241,16.655,17.395,0.022,-3.10,-2.16,0.20,5158,102,2.1,0.5,0.22,0.40,X,1,nan
P250.7976+13.7612,250.79756165,13.76122189,15.048,15.614,0.020,-2.31,-2.32,0.20,5571,107,3.8,0.5,0.36,0.50,X,-1,nan
P250.8993+08.8962,250.89930725,8.89623070,17.956,18.308,0.024,-3.38,0.50,0.20,5758,100,1.0,0.5,-2.08,1.28,X,-1,nan
P250.9364+06.0353,250.93634033,6.03533316,15.642,16.000,0.020,-3.42,-2.89,0.22,5718,142,4.2,0.6,-0.04,0.59,X,-1,nan
P251.0029+06.1806,251.00286865,6.18061924,15.951,16.534,0.021,-2.77,-2.10,0.21,5492,114,2.4,0.8,0.62,0.47,X,-1,nan
P251.0535+13.3261,251.05351257,13.32611656,15.275,16.042,0.020,-2.61,-2.21,0.21,5252,109,1.1,0.5,-0.61,0.54,X,1,nan
P251.0614+06.0936,251.06137085,6.09353590,15.874,16.217,0.021,-2.85,-2.01,0.20,5809,101,3.8,0.5,0.37,0.40,X,1,nan
P251.1705+09.8533,251.17047119,9.85326385,17.151,17.483,0.022,-3.99,-1.96,0.20,5545,102,2.9,0.5,-0.09,0.41,X,-1,nan
P251.1776+08.7727,251.17759705,8.77265835,16.895,17.175,0.021,-2.34,-2.08,0.21,6239,109,4.4,0.5,0.27,0.59,X,-1,nan
P251.1825+04.3705,251.18254089,4.37051964,16.874,17.043,0.021,-3.13,-2.47,0.21,6110,110,4.5,0.5,-0.34,0.57,X,-1,nan
P251.2070+14.7890,251.20690918,14.78901672,16.709,17.182,0.021,-3.75,-1.91,0.20,5264,102,2.7,0.5,-0.28,0.40,X,-1,nan
P251.2204+05.5997,251.22035217,5.59971094,17.454,17.527,0.022,-3.15,-3.24,0.21,6111,125,3.9,0.5,-0.11,0.74,X,-1,nan
P251.3189+14.1156,251.31892395,14.11560535,15.547,16.795,0.021,-2.50,-2.42,0.20,5060,101,1.0,0.5,0.17,0.40,X,1,nan
P251.4082+12.3657,251.40817261,12.36568928,14.853,15.727,0.020,-3.33,-3.05,0.20,5133,103,2.2,0.5,0.09,0.54,X,1,nan
P251.4359+48.6874,251.43586731,48.68740082,15.987,16.746,0.021,-2.46,-2.59,0.20,4922,102,1.0,0.5,0.40,0.40,X,1,nan
P251.4929+10.3710,251.49288940,10.37101650,16.173,17.615,0.022,-3.85,-0.66,0.20,5615,101,3.6,0.5,-1.29,0.40,X,-1,nan
P251.5753+09.9949,251.57534790,9.99488640,15.461,15.660,0.020,-2.97,-2.79,0.21,6497,111,4.9,0.5,0.13,0.77,X,-1,nan
P251.5842+09.0796,251.58421326,9.07965279,14.971,15.464,0.020,-1.99,-1.90,0.20,5830,118,4.3,0.5,0.12,0.51,X,-1,nan
P251.5880+05.6689,251.58793640,5.66891384,16.755,16.926,0.021,-3.12,-2.73,0.21,6075,121,4.5,0.5,0.38,0.58,X,-1,nan
P252.0040+16.5411,252.00398254,16.54111481,15.130,15.801,0.020,-2.93,-2.23,0.20,5280,101,2.3,0.5,0.35,0.30,X,1,nan
P252.0397+15.6477,252.03967285,15.64771080,15.481,16.143,0.020,-2.56,-2.49,0.21,5763,130,4.7,0.6,0.96,0.51,X,-1,nan
P252.0536+13.7912,252.05368042,13.79126072,16.985,17.529,0.022,-3.01,-2.81,0.20,5333,102,1.1,0.5,-0.54,0.57,X,-1,nan
P252.2081+17.3243,252.20803833,17.32429695,15.290,16.056,0.020,-2.57,-2.06,0.20,5518,105,2.7,0.5,-0.67,0.58,X,-1,nan
P252.2600+16.9637,252.25999451,16.96364975,15.962,16.149,0.021,-2.42,-2.13,0.21,6353,110,4.8,0.5,0.21,0.61,X,-1,nan
P252.3342+44.7404,252.33415222,44.74044800,15.668,16.229,0.020,-3.31,-2.74,0.20,5920,107,4.8,0.5,0.18,0.52,X,-1,nan
P252.3929+14.6661,252.39289856,14.66610241,16.120,16.469,0.021,-3.20,-2.86,0.28,5723,212,2.2,1.5,-0.23,0.70,X,-1,nan
P252.4060+14.0877,252.40596008,14.08764744,15.713,15.924,0.020,-2.40,-2.25,0.20,6423,103,4.7,0.5,0.87,0.41,X,-1,nan
P252.4700+12.7162,252.46998596,12.71616077,16.746,17.079,0.021,-3.02,-2.06,0.20,6086,111,4.0,0.5,-0.28,0.54,X,-1,nan
P252.6179+16.0546,252.61785889,16.05456161,14.033,14.928,0.020,-2.50,-2.17,0.21,5171,112,1.9,0.6,0.47,0.52,X,1,nan
P252.6205+17.2862,252.62052917,17.28619385,15.568,16.193,0.021,-2.78,-2.81,0.20,5236,102,1.1,0.5,1.05,0.40,X,1,nan
P252.6308+11.8446,252.63076782,11.84455013,14.822,15.531,0.020,-2.63,-2.72,0.22,5328,141,2.5,1.0,0.47,0.50,X,-1,SEGUE
P252.8466+14.1098,252.84646606,14.10982800,15.387,15.625,0.020,-2.52,-2.34,0.20,6335,108,4.7,0.5,-0.56,0.57,X,-1,nan
P252.8974+13.1815,252.89744568,13.18151951,17.084,17.294,0.021,-3.44,-2.25,0.21,6010,111,4.6,0.5,-0.46,0.51,X,-1,nan
P253.2050+17.6196,253.20500183,17.61951447,15.950,16.123,0.021,-2.85,-2.31,0.21,6312,122,4.4,0.5,-0.56,0.61,X,-1,nan
P253.2196+11.3874,253.21954346,11.38740826,16.882,17.070,0.022,-3.34,-3.14,0.22,6280,123,4.5,0.5,0.30,0.76,X,-1,SEGUE
P253.2830+15.7395,253.28292847,15.73943901,16.893,17.244,0.022,-3.01,-2.75,0.21,5725,109,3.7,0.5,-0.49,0.49,X,-1,nan
P253.2952+15.0543,253.29521179,15.05430031,15.271,15.507,0.020,-2.48,-2.46,0.20,6030,106,4.7,0.5,-0.20,0.51,X,-1,nan
P253.3828+16.1331,253.38276672,16.13313675,17.087,17.610,0.022,-2.93,-2.87,0.20,5264,102,1.1,0.5,1.07,0.41,X,1,nan
P253.6266+45.5763,253.62661743,45.57633209,16.067,16.442,0.020,-3.22,-3.16,0.21,6162,113,4.3,0.5,0.11,0.71,X,-1,nan
P253.6602+11.9774,253.66020203,11.97741985,15.254,15.945,0.020,-2.39,-2.43,0.20,5429,106,3.3,0.5,0.40,0.40,X,-1,SEGUE
P253.6749+12.1141,253.67491150,12.11413860,14.995,16.082,0.020,-3.09,-2.64,0.23,5064,146,1.3,0.6,0.37,0.57,X,1,SEGUE
P253.8582+15.7240,253.85820007,15.72401428,14.883,15.579,0.020,-2.74,-2.75,0.21,5142,104,1.7,0.5,0.63,0.52,X,1,nan
P253.9009+11.2421,253.90092468,11.24209213,15.196,15.797,0.020,-3.35,-2.73,0.20,5353,103,1.8,0.6,0.29,0.45,X,-1,nan
P253.9405+12.4286,253.94053650,12.42854691,15.869,16.556,0.021,-2.54,-1.77,0.20,5505,101,2.8,0.5,-0.02,0.40,X,-1,SEGUE
P253.9601+13.6356,253.96005249,13.63557243,15.860,16.100,0.020,-2.71,-2.35,0.22,6343,140,4.5,0.6,-0.41,0.57,X,-1,nan
P253.9690+48.0279,253.96896362,48.02790070,15.474,16.012,0.020,-3.11,-2.87,0.20,5613,102,1.3,0.5,-0.08,0.63,X,-1,LAMOST
P254.0332+12.3691,254.03323364,12.36910248,16.285,16.880,0.021,-3.06,-2.43,0.20,5348,102,1.1,0.5,0.93,0.22,X,1,nan
P254.0635+17.7367,254.06353760,17.73663521,17.321,17.510,0.022,-3.26,-2.43,0.21,6155,110,4.9,0.5,-0.02,0.51,X,-1,nan
P254.0638+11.3819,254.06376648,11.38189411,15.447,16.300,0.021,-2.98,-2.17,0.20,5195,104,1.9,0.5,-0.20,0.41,X,1,nan
P254.1728+15.9254,254.17276001,15.92545319,17.349,17.469,0.022,-2.99,-2.36,0.21,6220,115,4.7,0.5,0.02,0.56,X,-1,nan
P254.1988+15.9433,254.19880676,15.94333935,17.523,17.612,0.022,-3.01,-2.22,0.21,6448,115,4.7,0.5,-0.07,0.63,X,-1,nan
P254.2186+16.2357,254.21852112,16.23554230,15.226,15.531,0.020,-2.52,-2.65,0.20,6034,102,4.9,0.5,0.80,0.40,X,-1,nan
P254.2237+15.9702,254.22372437,15.97020817,17.060,17.218,0.022,-2.35,-2.05,0.21,6045,112,4.3,0.5,-0.51,0.40,X,-1,nan
P254.3395+49.6570,254.33953857,49.65702820,16.364,16.781,0.021,-3.19,-2.38,0.22,6346,124,4.6,0.6,-0.04,0.74,T,-1,nan
P254.3661+14.4544,254.36605835,14.45438862,14.836,15.095,0.020,-2.19,-2.75,0.21,5706,107,1.2,0.5,0.25,0.80,X,-1,nan
P254.3844+12.9653,254.38438416,12.96527767,14.759,15.713,0.020,-2.80,-2.14,0.20,5358,105,2.5,0.5,0.35,0.50,X,-1,nan
P254.4163+45.4615,254.41629028,45.46147919,15.563,16.606,0.020,-2.87,-2.53,0.20,5011,102,1.0,0.5,0.11,0.40,X,1,nan
P254.4297+12.4376,254.42970276,12.43761349,15.492,16.037,0.020,-2.27,-2.25,0.21,5393,109,1.1,0.5,0.21,0.58,X,-1,nan
P254.4574+12.0457,254.45744324,12.04566956,16.016,16.443,0.020,-2.90,-3.04,0.22,5905,116,4.9,0.5,0.82,0.53,X,-1,nan
P254.5690+15.4952,254.56896973,15.49521351,14.194,15.159,0.020,-1.16,-1.01,0.20,4968,101,3.3,0.5,-1.43,0.50,X,-1,LAMOST
P254.5972+17.7959,254.59715271,17.79596901,17.043,17.494,0.022,-3.46,-2.30,0.20,5657,107,3.7,0.5,0.31,0.50,X,-1,nan
P254.6811+17.4896,254.68110657,17.48962784,15.529,16.401,0.021,-2.58,-2.17,0.20,5219,104,1.8,0.5,0.47,0.41,X,1,nan
P254.6851+17.7705,254.68510437,17.77047539,15.964,16.653,0.021,-3.22,-1.21,0.20,5604,114,3.0,0.5,-1.03,0.51,X,-1,nan
P254.7451+15.1707,254.74510193,15.17066383,15.948,16.111,0.020,-2.71,-2.85,0.27,6346,185,4.0,0.9,0.48,0.92,X,-1,nan
