LAMOST,Sname,RAdeg,DEdeg,Teff_li,e_Teff_li,logg_li,e_logg_li,FeH_li,e_FeH_li,sng,rv,rv_err
J003149.94+352923.4,"spec-56232-M31007N36B2_sp08-213         ",7.958088,35.48984,6237.8,212.3,3.35,0.6,-2.03,0.12,18.3,-193.37,8.72
J003213.37+380251.1,"spec-56641-HD002951N381926V01_sp04-114  ",8.055688,38.047527,5487.8,212.3,3.0,0.57,-2.27,0.17,64.7,-216.56,3.38
J003235.87+024128.8,"spec-56621-EG002616N034932B01_sp07-183  ",8.149472,2.69133,6262.2,212.3,3.69,0.51,-2.06,0.12,39.2,-139.78,5.86
J003238.68+322132.7,"spec-56255-VB007N33V2_sp07-107          ",8.161174,32.359093,6000.0,203.1,3.13,0.69,-2.18,0.14,26.7,-105.28,4.94
J003321.67+032251.3,"spec-56621-EG002616N034932V01_sp06-176  ",8.340274,3.380924,6250.0,150.0,3.09,0.62,-2.63,0.2,27.3,-100.79,9.75
J003355.83+083240.5,"spec-56601-EG003603N070921M01_sp15-153  ",8.482615,8.544593,6000.0,150.0,2.7,0.68,-2.66,0.24,60.2,-95.96,4.63
J003410.18+221603.2,"spec-56646-VB010N24V1_sp02-132          ",8.542431,22.26756,6026.0,189.6,2.9,0.69,-2.1,0.17,120.0,-114.83,3.43
J003443.55+063450.6,"spec-56601-EG003603N070921M01_sp04-141  ",8.681455,6.580714,5946.3,217.1,3.48,0.58,-2.05,0.17,38.8,-119.18,7.74
J003452.28+422215.3,"spec-56266-M31007N41B2_sp09-041         ",8.717839,42.370907,6210.5,190.5,3.47,0.59,-2.24,0.12,21.0,3.93,7.41
J003502.11+182330.7,"spec-57017-EG004141N200813B01_sp02-095  ",8.758801,18.391867,6500.0,150.0,3.16,0.63,-2.78,0.21,79.0,-2.68,5.16
J003507.89+194843.5,"spec-57017-EG004141N200813B01_sp10-242  ",8.782878,19.812073,6134.5,194.8,2.94,0.7,-2.36,0.13,50.7,-218.23,4.2
J003514.33+340111.2,"spec-56255-VB007N33V1_sp09-136          ",8.809691,34.019768,5988.0,193.5,3.02,0.55,-2.24,0.17,19.4,-181.83,5.92
J003546.64+302037.7,"spec-56628-VB011N30V2_sp10-098          ",8.944334,30.343796,5012.2,212.3,2.55,0.56,-2.32,0.17,46.6,-74.98,4.8
J003638.32+392200.0,"spec-56266-M31007N41B1_sp07-230         ",9.159678,39.366653,6155.9,192.5,3.23,0.62,-2.1,0.14,45.6,-185.85,4.8
J003706.20+400120.2,"spec-56266-M31007N41B1_sp07-111         ",9.275823,40.022278,6300.6,183.4,3.58,0.54,-2.41,0.18,15.1,-255.28,8.64
J003721.07+293950.5,"spec-56628-VB011N30V1_sp02-151          ",9.337793,29.664015,6158.8,171.5,3.62,0.5,-2.24,0.17,70.7,-143.77,3.86
J003754.14+334056.3,"spec-57015-M31007N33B1_sp06-043         ",9.475594,33.6823,6033.8,209.3,3.37,0.62,-2.09,0.17,30.6,-193.65,6.66
J003755.40+220837.2,"spec-56646-VB010N24V2_sp01-057          ",9.480844,22.143665,6250.0,150.0,3.14,0.59,-2.47,0.19,17.8,-232.4,8.66
J003859.67+272551.7,"spec-56551-VB010N27V1_sp03-193          ",9.748639,27.431026,5086.2,245.1,2.43,0.51,-2.4,0.17,227.9,-105.5,1.99
J003910.54+035647.2,"spec-56936-EG004455N031203V01_sp14-091  ",9.793936,3.946458,5039.5,190.5,1.27,0.52,-2.21,0.29,27.2,-61.7,2.4
J003938.43+294522.0,"spec-56205-EG004228N273834L06_sp11-156  ",9.910117,29.756113,6183.4,203.7,3.15,0.66,-2.18,0.17,21.6,-189.39,7.4
J003938.44+294522.1,"spec-56551-VB010N27V1_sp11-175          ",9.910151,29.756132,6129.4,175.7,3.72,0.44,-2.25,0.17,25.6,-192.58,8.52
J003948.97+394633.6,"spec-56266-M31007N41B1_sp07-076         ",9.954042,39.776005,5995.4,233.9,3.48,0.62,-2.06,0.12,25.7,-120.09,5.22
J003949.74+451741.8,"spec-56949-M31010N47B1_sp02-070         ",9.957255,45.29494,5625.0,306.0,4.06,0.38,-2.18,0.17,20.1,-87.13,7.97
J004012.52+272924.7,"spec-56551-VB010N27V2_sp04-152          ",10.052171,27.490208,4848.4,229.9,1.0,0.43,-2.41,0.24,241.5,-94.7,2.86
J004012.53+272924.7,"spec-56200-EG004228N273834V_1_sp04-152  ",10.052206,27.490194,4801.9,182.2,1.1,0.49,-2.47,0.21,129.7,-94.94,3.16
J004041.97+222934.9,"spec-57017-EG004141N200813B01_sp11-135  ",10.174858,22.493027,6000.0,184.9,2.83,0.71,-2.31,0.17,69.3,-52.66,3.52
J004055.16+215142.1,"spec-57017-EG004141N200813B01_sp11-097  ",10.229847,21.861694,5237.8,212.3,3.19,0.49,-2.23,0.14,52.8,-202.18,4.53
J004056.55+264031.5,"spec-56551-VB010N27V2_sp05-041          ",10.235624,26.675417,5250.0,203.1,2.33,0.55,-2.3,0.17,66.0,-79.34,3.31
J004111.69+205406.7,"spec-57017-EG004141N200813B01_sp15-193  ",10.298715,20.90187,5750.0,170.5,2.55,0.68,-2.66,0.25,79.9,-56.4,3.73
J004114.86+075126.4,"spec-56601-EG003603N070921M01_sp13-239  ",10.311924,7.857335,6224.0,189.6,3.21,0.58,-2.21,0.17,30.1,-0.4,7.27
J004134.47+262113.6,"spec-56551-VB010N27V1_sp05-085          ",10.39361,26.353773,5262.0,193.5,3.37,0.44,-2.34,0.17,43.6,-174.3,3.65
J004144.14+180444.7,"spec-57017-EG004141N200813B01_sp01-096  ",10.433926,18.079084,6079.2,188.5,3.34,0.72,-2.25,0.12,37.5,-192.94,4.99
J004151.39+332858.4,"spec-56647-M31010N33M1_sp04-014         ",10.464119,33.48288,6461.9,260.4,3.19,0.59,-2.31,0.23,37.9,44.48,5.87
J004214.39+215808.7,"spec-57017-EG004141N200813B01_sp11-238  ",10.559947,21.969088,4998.0,365.3,4.23,0.32,-2.12,0.29,42.6,-299.03,5.29
J004214.51+311222.9,"spec-56628-VB011N30V2_sp03-157          ",10.560441,31.20635,4862.9,275.3,1.08,0.47,-2.1,0.24,58.3,-253.65,5.13
J004223.30+324005.0,"spec-56647-M31010N33M1_sp05-174         ",10.597081,32.668045,6100.7,169.9,3.81,0.53,-2.17,0.17,37.8,-175.78,6.13
J004232.97+451416.2,"spec-56964-M31010N47B2_sp01-164         ",10.637362,45.23784,5918.6,208.9,3.57,0.5,-2.27,0.17,17.5,-345.81,6.64
J004234.28+453014.3,"spec-56964-M31010N47B2_sp01-157         ",10.64283,45.503963,5024.1,202.1,2.73,0.51,-2.29,0.2,20.0,-193.48,4.9
J004300.07+432017.1,"spec-56629-HD004932N440333B01_sp03-238  ",10.75028,43.338093,6127.2,195.8,3.61,0.58,-2.1,0.17,32.9,-79.23,7.83
J004317.85+394913.2,"spec-55863-M31_011N40_B1_sp05-152       ",10.82438,39.82032,5725.9,202.1,2.14,0.61,-2.52,0.21,18.3,-330.13,5.72
J004333.69+025122.7,"spec-55892-F9202_sp14-179               ",10.890383,2.856303,6211.9,260.4,3.62,0.52,-2.35,0.17,43.0,-110.96,4.69
J004340.57+295629.2,"spec-56628-VB011N30V2_sp05-036          ",10.919038,29.941448,5988.0,193.5,3.24,0.6,-2.19,0.17,46.1,-41.78,4.86
J004340.68+295628.8,"spec-56205-EG004228N273834L06_sp11-214  ",10.91949,29.94134,6000.0,184.9,3.66,0.52,-2.33,0.17,19.6,-33.71,6.46
J004400.25+024527.7,"spec-55892-F9202_sp10-243               ",11.001031,2.757696,6250.0,150.0,3.29,0.59,-2.17,0.17,36.8,-139.36,6.42
J004416.50+244246.7,"spec-56646-VB010N24V2_sp09-030          ",11.068752,24.712978,5388.8,136.5,2.85,0.6,-2.56,0.18,52.3,-303.67,3.72
J004428.83+443323.3,"spec-56629-HD004932N440333B01_sp03-210  ",11.120111,44.55646,4970.5,254.5,1.23,0.51,-2.28,0.12,19.4,-375.76,11.56
J004514.04+243716.5,"spec-56646-VB010N24V2_sp09-176          ",11.308504,24.621248,6141.5,195.1,3.45,0.62,-2.26,0.17,19.6,-142.27,9.84
J004525.49+395212.5,"spec-56582-VB012N41V2_sp05-222          ",11.356217,39.870132,5475.9,202.1,1.94,0.73,-2.33,0.17,27.2,-130.57,5.4
J004619.03+024542.4,"spec-55892-F9202_sp03-087               ",11.57929,2.76179,5500.0,203.1,2.91,0.62,-2.16,0.12,49.6,-171.66,4.72
J004700.21+193934.2,"spec-57017-EG004141N200813B01_sp08-053  ",11.750857,19.659494,6250.0,150.0,3.27,0.54,-2.38,0.2,27.7,109.2,5.81
J004709.53+021312.8,"spec-56936-EG004455N031203V01_sp08-189  ",11.78972,2.22023,6461.9,260.4,2.91,0.61,-2.7,0.21,114.0,-163.09,2.78
J004802.49+205420.5,"spec-57017-EG004141N200813B01_sp13-168  ",12.010372,20.905703,5913.8,245.1,3.27,0.63,-2.06,0.12,37.4,-262.94,5.68
J004805.31+013850.7,"spec-56936-EG004455N031203V01_sp07-027  ",12.022127,1.64741,6000.0,192.1,2.66,0.67,-2.41,0.17,36.3,-175.66,3.26
J004836.90+023613.2,"spec-55892-F9202_sp04-166               ",12.153736,2.603673,6209.9,210.0,3.35,0.6,-2.08,0.12,78.9,-208.54,4.2
J004842.95+413806.3,"spec-55863-M31_011N40_B1_sp09-066       ",12.178949,41.635086,6129.5,195.3,3.4,0.51,-2.18,0.14,22.5,-93.16,6.79
J004846.90+181935.4,"spec-57017-EG004141N200813B01_sp07-202  ",12.195401,18.326496,5948.1,182.2,2.97,0.64,-2.08,0.17,41.5,68.49,4.6
J004901.67+295550.6,"spec-56628-VB011N30V1_sp08-200          ",12.256961,29.930729,6250.0,150.0,3.32,0.62,-2.49,0.2,87.2,-144.13,3.49
J004919.70+050041.5,"spec-56936-EG004455N031203V01_sp12-037  ",12.332094,5.011532,5918.6,208.9,3.57,0.5,-2.24,0.17,50.5,-79.17,3.36
J004947.24+193939.5,"spec-57017-EG004141N200813B01_sp06-100  ",12.446821,19.660973,5918.6,208.9,3.95,0.45,-2.21,0.17,33.9,-67.05,7.03
J005045.58+295648.8,"spec-56628-VB011N30V1_sp08-124          ",12.689926,29.9469,6172.6,170.3,3.81,0.53,-2.74,0.29,61.7,-8.5,3.39
J005045.59+295648.7,"spec-56965-EG005307N302057V01_sp03-011  ",12.689974,29.946848,6111.2,136.5,3.47,0.61,-2.76,0.25,72.1,47.82,2.45
J005046.18+340121.7,"spec-56652-M31012N34M1_sp05-115         ",12.69242,34.022705,6698.1,182.2,3.8,0.47,-2.6,0.22,13.7,-125.63,9.77
J005100.68+432354.5,"spec-56582-VB012N41V1_sp11-214          ",12.752819,43.398483,5433.4,203.7,2.07,0.56,-2.33,0.14,18.0,-293.97,5.6
J005105.06+270411.9,"spec-56551-VB010N27V1_sp06-186          ",12.771073,27.06996,5918.6,208.9,3.96,0.43,-2.09,0.17,49.2,-24.77,5.64
J005125.89+211200.5,"spec-56581-VB013N21V2_sp04-176          ",12.857885,21.200146,6026.0,189.6,3.06,0.6,-2.27,0.17,17.3,-62.52,8.05
J005142.15+390819.2,spec-55886-M31_004437N404045_B2_sp07-054,12.925606,39.13866,6053.7,217.1,2.04,0.51,-2.65,0.23,25.1,-238.07,6.8
J005241.60+002815.3,"spec-55892-F9202_sp01-179               ",13.173353,0.470905,5464.5,322.2,4.06,0.38,-2.17,0.2,21.1,131.87,8.42
J005309.28+032342.6,"spec-55892-F9202_sp09-166               ",13.288655,3.395163,6183.4,203.7,3.29,0.62,-2.15,0.12,37.5,-128.86,5.58
J005344.73+403801.8,"spec-55863-M31_011N40_B1_sp06-027       ",13.436393,40.633842,6250.0,150.0,3.24,0.6,-2.2,0.17,48.3,-255.25,4.92
J005409.02+383147.8,"spec-56622-M310138M1_sp10-019           ",13.537581,38.529957,6250.0,192.1,3.14,0.59,-2.19,0.17,20.0,-144.88,9.85
J005422.10+411628.5,spec-55886-M31_004437N404045_B2_sp13-144,13.592087,41.274593,5737.8,212.3,3.63,0.44,-2.95,0.14,18.4,-142.71,7.42
J005422.66+355010.7,"spec-56562-M31015N35B2_sp14-177         ",13.59441,35.8363,5485.2,274.5,2.86,0.58,-2.08,0.12,32.5,-100.34,4.73
J005527.49+185757.2,"spec-56228-EG010125N183214V01_sp14-170  ",13.864525,18.96588,5086.2,245.1,2.93,0.51,-2.3,0.17,112.8,16.72,2.43
J005545.97+060354.8,"spec-56240-EG010249N073002F_sp02-151    ",13.941548,6.065235,6000.0,130.1,3.45,0.62,-2.44,0.17,61.3,29.94,4.67
J005603.37+353357.7,"spec-56976-HD005814N335703V01_sp11-083  ",14.014032,35.566036,6448.1,182.2,2.81,0.7,-2.43,0.21,180.4,-234.4,3.19
J005625.63+390813.2,"spec-55924-M31_016N38_B1_sp14-161       ",14.106809,39.13701,6238.0,193.5,3.26,0.58,-2.13,0.17,32.0,-152.66,6.7
J005628.84+072518.9,"spec-56240-EG010249N073002F_sp14-056    ",14.120177,7.421911,5988.0,193.5,4.09,0.38,-2.27,0.17,18.6,78.72,6.48
J005633.50+221426.0,"spec-56581-VB013N21V2_sp09-044          ",14.139604,22.240545,5017.2,224.6,1.22,0.55,-2.37,0.17,94.5,-113.76,3.02
J005646.77+315312.8,"spec-56971-HD005814N335703B01_sp01-032  ",14.194882,31.886896,6250.0,150.0,2.8,0.67,-2.3,0.17,31.3,-90.02,4.68
J005728.16+421421.5,"spec-56620-M31016N43B1_sp02-166         ",14.367328,42.239315,5860.7,252.9,4.18,0.38,-2.08,0.17,24.8,-237.61,8.8
J005744.35+074518.2,"spec-56240-EG010249N073002F_sp03-119    ",14.4348,7.755048,6012.0,193.5,2.93,0.69,-2.18,0.17,50.1,-105.08,4.91
J005751.85+371353.2,"spec-56622-M310138M1_sp02-145           ",14.466057,37.231438,6000.0,184.9,3.62,0.52,-2.39,0.19,15.7,-146.76,11.15
J005800.13+072046.9,"spec-56240-EG010249N073002F_sp03-085    ",14.50056,7.346352,6039.5,190.5,2.9,0.7,-2.03,0.14,48.6,-33.55,5.27
J005812.01+364059.2,"spec-56221-M31012N38B1_sp07-189         ",14.550041,36.683113,6024.1,202.1,3.06,0.65,-2.23,0.12,18.4,-375.43,6.29
J005813.08+402508.3,"spec-56582-VB012N41V2_sp06-197          ",14.554482,40.41896,5262.2,212.3,1.83,0.59,-3.12,0.14,21.7,-97.24,6.6
J005823.35+293921.0,"spec-55890-B9002_sp03-029               ",14.59728,29.65584,6141.5,195.1,3.48,0.57,-2.28,0.14,23.7,-27.56,8.53
J005838.64+393054.7,"spec-56622-M310138M1_sp15-056           ",14.660986,39.51519,6170.8,188.5,3.41,0.57,-2.19,0.17,25.8,-95.46,8.19
J005844.41+092119.4,"spec-56240-EG010249N073002F_sp16-130    ",14.685025,9.355385,5448.9,343.2,4.34,0.31,-2.06,0.28,35.1,-235.19,5.06
J005855.05+371732.5,"spec-56255-VB016N38V1_sp02-248          ",14.729379,37.29236,5673.4,299.8,4.23,0.39,-2.08,0.12,36.0,-199.21,3.96
J005952.14+284112.9,"spec-56965-EG005307N302057V01_sp07-097  ",14.967261,28.686905,5961.9,260.4,3.76,0.5,-2.42,0.17,79.9,-115.86,3.08
J010002.29+460700.5,"spec-56958-M31017N47B1_sp02-184         ",15.009521,46.116814,6448.1,182.2,3.54,0.51,-2.06,0.24,32.5,-91.55,6.33
J010029.18+050606.4,"spec-56240-EG010249N073002F_sp01-228    ",15.121576,5.101766,6250.0,150.0,3.09,0.62,-2.38,0.17,44.2,3.98,5.35
J010103.08+313735.9,"spec-56976-HD005814N335703V01_sp01-188  ",15.262823,31.62665,5946.3,217.1,3.38,0.58,-2.06,0.14,61.6,-206.17,3.93
J010115.47+334334.0,"spec-56287-VB016N33V2_sp03-142          ",15.314454,33.726112,5913.8,245.1,3.46,0.53,-2.13,0.12,14.8,-221.87,7.4
J010120.16+415517.9,"spec-56620-M31016N43B1_sp02-234         ",15.333996,41.92165,6024.1,202.1,3.27,0.55,-2.18,0.12,23.1,-148.36,9.05
J010133.65+221230.4,"spec-56581-VB013N21V2_sp13-189          ",15.390198,22.208439,6198.1,182.2,3.57,0.5,-2.33,0.17,28.9,-55.73,5.52
J010146.87+281742.6,"spec-55890-B9002_sp01-152               ",15.445302,28.295168,6537.3,135.1,3.84,0.49,-2.87,0.24,23.3,12.01,7.43
J010149.12+063257.7,"spec-56240-EG010249N073002F_sp05-041    ",15.454683,6.549368,5637.1,275.3,4.01,0.37,-2.23,0.17,17.1,-5.74,5.0
J010153.69+352743.1,"spec-56562-M31015N35B1_sp04-174         ",15.473696,35.461975,4730.0,233.8,1.42,0.56,-2.33,0.25,26.6,-142.04,5.12
J010156.32+081539.3,"spec-56240-EG010249N073002F_sp15-178    ",15.484685,8.260907,6448.1,182.2,3.3,0.64,-2.13,0.18,16.1,200.86,9.52
J010246.31+120028.9,"spec-57019-EG010633N125721B01_sp05-196  ",15.692962,12.008029,6026.0,189.6,2.69,0.68,-2.62,0.29,30.6,-111.89,4.6
J010305.70+370104.5,"spec-56562-M31015N35B2_sp11-079         ",15.773741,37.017918,5995.4,233.9,3.59,0.53,-2.02,0.14,19.5,-141.45,7.17
J010312.34+120009.1,"spec-57019-EG010633N125721B01_sp05-184  ",15.801407,12.002521,6175.0,155.2,3.22,0.64,-2.64,0.2,58.3,171.2,3.79
J010318.78+050244.5,"spec-56240-EG010249N073002F_sp01-214    ",15.828269,5.045707,6012.2,212.3,3.06,0.65,-2.06,0.12,42.5,-310.3,7.29
J010328.48+435611.7,"spec-56620-M31016N43B1_sp03-141         ",15.868672,43.936573,5875.0,259.0,3.52,0.57,-2.03,0.12,20.7,-232.46,9.74
J010337.32+385051.1,"spec-56649-M31016N39M1_sp05-034         ",15.905518,38.847527,6184.5,183.3,3.73,0.6,-2.07,0.14,32.2,-309.0,8.74
J010345.02+070625.5,"spec-56240-EG010249N073002F_sp04-088    ",15.937569,7.107091,6170.8,188.5,3.57,0.5,-2.07,0.17,37.1,-119.51,6.03
J010345.33+281743.6,"spec-55890-B9002_sp01-144               ",15.938876,28.295452,6053.0,197.5,3.51,0.51,-2.08,0.12,15.9,-312.52,8.48
J010358.03+052308.8,"spec-56240-EG010249N073002F_sp01-083    ",15.991773,5.385767,6305.7,117.1,3.84,0.49,-2.88,0.26,25.2,-65.46,7.98
J010413.24+245028.5,"spec-55899-B9903_sp07-220               ",16.05515,24.841255,5951.0,231.0,2.85,0.81,-2.61,0.28,24.3,-286.24,7.29
J010425.77+382344.0,"spec-56649-M31016N39M1_sp01-136         ",16.10738,38.395565,6210.5,190.5,3.66,0.5,-2.18,0.17,23.1,-130.11,8.4
J010427.75+124305.1,"spec-57019-EG010633N125721B01_sp04-187  ",16.115608,12.718074,6186.1,186.2,3.06,0.6,-2.38,0.17,97.1,30.37,3.4
J010444.24+330801.3,"spec-56971-HD005814N335703B01_sp06-022  ",16.18435,33.1337,6183.4,203.7,3.27,0.63,-2.03,0.12,51.8,-32.67,4.13
J010444.52+183825.1,"spec-56228-EG010125N183214V01_sp09-002  ",16.185509,18.6403,6184.5,183.3,3.54,0.51,-2.67,0.22,18.9,-34.1,7.43
J010508.23+452327.8,"spec-56958-M31017N47B1_sp02-015         ",16.284292,45.391045,6250.0,150.0,3.43,0.63,-2.38,0.19,29.8,-225.37,6.44
J010533.76+343057.7,"spec-56562-M31015N35B1_sp08-197         ",16.390663,34.51602,5563.9,186.2,2.61,0.7,-2.27,0.17,52.4,-177.95,3.89
J010535.55+345942.9,"spec-56562-M31015N35B2_sp04-086         ",16.39811,34.99524,6066.6,203.7,3.0,0.49,-2.1,0.14,56.3,-41.9,4.19
J010609.91+512930.1,"spec-56918-HD011253N513608B_sp03-181    ",16.541296,51.491695,5833.8,133.9,2.8,0.65,-2.37,0.17,107.2,-81.58,4.13
J010642.26+362448.6,"spec-56562-M31015N35B1_sp09-120         ",16.676088,36.4135,6209.9,210.0,3.15,0.67,-2.03,0.12,27.1,-367.67,5.35
J010647.49+151143.7,"spec-57019-EG010633N125721B01_sp11-218  ",16.697882,15.195481,6250.0,150.0,3.41,0.54,-2.28,0.17,21.8,-246.1,6.62
J010751.31+370658.5,"spec-56562-M31015N35B1_sp12-128         ",16.963781,37.116257,6012.0,193.5,3.01,0.67,-2.23,0.17,20.9,-73.14,7.15
J010846.82+363724.0,"spec-56255-VB016N38V2_sp07-236          ",17.195093,36.623337,6138.8,136.5,1.16,0.5,-3.17,0.22,38.0,-62.34,3.84
J010910.25+451137.5,"spec-56958-M31017N47B1_sp01-086         ",17.292688,45.19376,6184.5,183.3,3.28,0.56,-2.23,0.17,48.5,-110.89,5.09
J010911.09+092148.2,"spec-56240-EG010249N073002F_sp12-195    ",17.296228,9.363379,5946.3,217.1,3.76,0.5,-2.12,0.17,45.1,-25.99,4.16
J010935.79+081829.9,"spec-56240-EG010249N073002F_sp13-141    ",17.399115,8.308298,6024.1,202.1,3.27,0.55,-2.28,0.12,23.4,-234.89,5.82
J011010.40+313947.7,"spec-56287-VB016N33V1_sp07-111          ",17.543337,31.663237,6155.9,192.5,4.03,0.47,-2.05,0.17,21.1,103.45,6.13
J011039.26+284037.7,"spec-56956-EG011927N271550B01_sp16-021  ",17.66359,28.677145,5365.5,194.8,2.36,0.63,-2.3,0.12,21.0,-369.26,6.8
J011101.70+065850.3,"spec-56559-EG011442N065942B01_sp03-191  ",17.757074,6.980651,6000.0,184.9,2.84,0.61,-2.2,0.17,30.4,-219.56,5.86
J011137.59+331300.9,"spec-57011-M31019N31M1_sp16-170         ",17.906645,33.216915,5960.5,190.5,2.59,0.89,-2.18,0.12,17.1,-103.67,8.71
J011154.58+074351.2,"spec-56559-EG011442N065942B01_sp15-240  ",17.977407,7.730882,6250.0,150.0,3.32,0.62,-2.54,0.2,23.9,12.36,3.13
J011156.38+280605.1,"spec-56983-M31020N28M1_sp10-078         ",17.984903,28.101418,6250.0,150.0,3.07,0.69,-2.65,0.25,19.7,-108.89,8.41
J011158.98+335700.6,"spec-56975-M31019N33M2_sp15-067         ",17.995764,33.950172,6250.0,150.0,3.07,0.69,-2.36,0.17,41.3,-63.44,5.07
J011211.03+353448.9,"spec-57014-M31020N36M2_sp10-179         ",18.04597,35.58024,6438.5,149.3,3.43,0.56,-2.74,0.25,19.7,24.36,9.91
J011228.01+042102.3,"spec-56232-EG011815N023302V01_sp16-047  ",18.116693,4.350637,5637.1,275.3,2.75,0.57,-2.55,0.17,23.5,-49.6,4.96
J011255.80+281529.7,"spec-57009-M31020N28B2_sp10-058         ",18.232508,28.258257,6250.0,150.0,3.14,0.63,-2.38,0.17,31.9,-124.47,6.81
J011259.17+255509.0,"spec-56956-EG011927N271550B01_sp02-187  ",18.246536,25.919155,6049.0,231.0,3.2,0.69,-2.1,0.12,25.4,-184.09,8.35
J011301.43+280602.2,"spec-56983-M31020N28M1_sp10-053         ",18.255957,28.100616,5918.6,208.9,3.72,0.44,-2.04,0.17,15.0,-209.7,8.97
J011357.99+344722.3,"spec-56975-M31019N33M2_sp16-124         ",18.491644,34.789516,6092.3,189.5,3.52,0.57,-2.07,0.17,27.7,10.17,6.89
J011409.01+384047.6,"spec-56622-M310138M1_sp13-095           ",18.537523,38.679882,6617.5,155.1,2.16,0.67,-2.26,0.2,38.7,-95.51,19.17
J011409.77+280937.7,"spec-56973-M31020N28B1_sp10-205         ",18.540697,28.160479,6184.5,183.3,3.9,0.42,-2.28,0.17,20.0,-112.24,8.52
J011410.48+345455.9,"spec-56657-M31020N36M1_sp02-081         ",18.543646,34.91553,6250.0,203.1,3.54,0.51,-2.1,0.12,22.0,-111.04,7.75
J011426.32+355340.2,"spec-57014-M31020N36B2_sp10-075         ",18.60966,35.89451,6250.0,150.0,3.29,0.58,-2.23,0.17,17.9,-162.67,10.19
J011501.63+351457.3,"spec-56975-M31019N33M2_sp11-022         ",18.756804,35.249252,6238.0,193.5,3.11,0.6,-2.05,0.17,22.7,-262.21,9.41
J011503.82+353228.0,"spec-57005-M31020N36B1_sp10-045         ",18.765928,35.541115,6210.5,190.5,3.24,0.6,-2.39,0.18,72.5,-19.89,3.57
J011513.49+271048.3,"spec-56973-M31020N28B1_sp02-130         ",18.80619,27.18009,6311.5,149.3,3.51,0.51,-2.82,0.24,38.9,-209.51,4.91
J011517.14+281609.7,"spec-56973-M31020N28B1_sp03-240         ",18.821428,28.26936,5673.7,294.3,3.52,0.46,-2.14,0.14,25.0,-181.02,6.11
J011519.52+262118.6,"spec-56267-EG011927N271550M01_sp05-182  ",18.831335,26.355173,6061.5,149.3,2.97,0.66,-2.28,0.17,29.9,-105.37,4.53
J011521.93+290127.5,"spec-56973-M31020N28B1_sp03-054         ",18.841366,29.024317,6000.0,192.1,3.4,0.5,-2.28,0.17,15.3,-24.18,9.51
J011522.82+293239.9,"spec-56973-M31020N28B1_sp14-092         ",18.845104,29.544415,6250.0,150.0,2.91,0.73,-2.75,0.25,20.9,-73.69,6.92
J011542.91+314441.9,"spec-55932-M31_019N31_B1_sp04-156       ",18.928793,31.744965,5836.2,245.1,3.45,0.59,-2.58,0.23,15.6,-48.52,8.76
J011551.09+063213.4,"spec-56559-EG011442N065942B01_sp04-100  ",18.962856,6.537056,5637.1,275.3,3.57,0.46,-2.4,0.17,16.9,-297.0,9.01
J011606.02+354641.0,"spec-57014-M31020N36B2_sp10-203         ",19.0251,35.77806,6210.5,190.5,3.24,0.6,-2.17,0.17,34.1,-71.52,6.49
J011608.16+462354.5,"spec-56958-M31017N47B1_sp08-138         ",19.033997,46.398483,6250.0,150.0,3.23,0.62,-2.58,0.19,28.6,-171.59,5.84
J011617.69+302047.7,"spec-57009-M31020N28B2_sp16-165         ",19.073715,30.346586,5598.4,229.9,3.41,0.54,-2.28,0.18,18.5,-14.73,8.12
J011638.11+252206.1,"spec-56267-EG011927N271550M01_sp02-023  ",19.158775,25.368359,4600.3,289.7,2.07,0.47,-3.05,0.19,41.6,-204.41,4.67
J011714.37+291158.0,"spec-56956-EG011927N271550V01_sp11-025  ",19.30988,29.199438,4901.5,268.0,1.0,0.45,-2.2,0.28,69.1,-139.25,3.08
J011722.86+320510.2,"spec-56975-M31019N33M2_sp05-129         ",19.345268,32.086178,6500.0,150.0,3.13,0.57,-2.29,0.23,37.2,-41.26,8.18
J011724.72+380657.6,"spec-57014-M31020N36M2_sp16-059         ",19.353003,38.115997,6065.5,183.3,2.52,0.76,-2.15,0.14,17.1,-81.52,10.8
J011727.40+385702.0,"spec-56640-VB021N40V1_sp02-154          ",19.364182,38.950554,6000.0,203.1,2.54,0.68,-2.3,0.12,303.6,16.08,2.21
J011741.59-014209.6,"spec-56630-EG012606S021203B02_sp14-112  ",19.423273,-1.702678,6000.0,150.0,3.12,0.62,-2.32,0.17,44.5,-100.13,5.66
J011744.41+310930.9,"spec-56650-M31021N31M1_sp10-099         ",19.435057,31.158598,6238.0,193.5,3.18,0.58,-2.26,0.17,30.2,-267.78,8.6
J011747.15+304127.5,"spec-56650-M31021N31M1_sp02-158         ",19.446447,30.69097,6050.6,183.4,2.75,0.67,-2.53,0.21,21.0,35.05,8.59
J011748.39-023721.1,"spec-56600-EG012606S021203F02_sp10-101  ",19.451632,-2.622537,5289.5,190.5,2.69,0.43,-2.78,0.19,39.6,-53.89,4.79
J011748.92+273751.4,"spec-56956-EG011927N271550B01_sp04-047  ",19.453848,27.630955,6186.1,186.2,3.32,0.55,-2.22,0.17,56.0,-37.31,4.25
J011758.28+313230.0,"spec-56650-M31021N31M1_sp10-116         ",19.492813,31.541676,6047.1,220.2,3.43,0.56,-2.07,0.17,34.3,-146.73,6.68
J011758.63-030847.7,"spec-56604-EG012606S021203F04_sp10-177  ",19.494308,-3.14657,6347.4,136.2,3.6,0.46,-2.55,0.21,20.7,-27.31,8.88
